epoch,timestamp,accuracy,f1_score,train_accuracy,test_accuracy,train_f1,test_f1,train_loss,test_loss,learning_rate
19,2024-12-30T11:48:55.098138,0.9260114485301252,0.9436055196485883,0.928843784261029,0.9260114485301252,0.9442734808938734,0.9436055196485883,0.1397033352936852,0.13731060922145844,0.0009504725365439482
20,2024-12-30T11:50:05.993957,0.9360628698942466,0.9497920063388544,0.9305562293221046,0.9360628698942466,0.9456201731493195,0.9497920063388544,0.13770495666980265,0.12888479232788086,0.0009292103818613456
21,2024-12-30T11:51:16.710066,0.9367614242747647,0.9503677870337938,0.9306823584200875,0.9367614242747647,0.9456665158353835,0.9503677870337938,0.1366757770550616,0.12734894454479218,0.0009044924936584371
22,2024-12-30T11:52:27.856151,0.936179295624333,0.9496933266033436,0.9318417758976996,0.936179295624333,0.9465702268768872,0.9496933266033436,0.13522121640750034,0.12795500457286835,0.0008765178858371496
23,2024-12-30T11:53:38.918236,0.9351314640535558,0.9490233153905976,0.9324384635535418,0.9351314640535558,0.94703455095172,0.9490233153905976,0.13422725816930706,0.12789487838745117,0.0008455117934908571
24,2024-12-30T11:54:49.950439,0.935830018434074,0.9493172309154163,0.9327101262261204,0.935830018434074,0.9471880722942025,0.9493172309154163,0.13320320963100418,0.12824076414108276,0.0008117238594438448
25,2024-12-30T11:56:00.744138,0.9383719802076259,0.9515676467000121,0.9335008586480901,0.9383719802076259,0.9477698949149185,0.9515676467000121,0.1325762250948031,0.12439200282096863,0.0007754261242740759
26,2024-12-30T11:57:11.881897,0.937304744348501,0.9512735827715695,0.9344419757638087,0.937304744348501,0.9485251546454582,0.9512735827715695,0.1310327417698506,0.1266418695449829,0.0007369108360024147
27,2024-12-30T11:58:22.833992,0.9377122344038032,0.9515398550724637,0.9352521126623912,0.9377122344038032,0.9491688089117395,0.9515398550724637,0.13011936900305374,0.12473903596401215,0.0006964880970834016
28,2024-12-30T11:59:33.970077,0.9383525759192781,0.9514361271190327,0.934834916415217,0.9383525759192781,0.9488225724724645,0.9514361271190327,0.1294439229169454,0.12466639280319214,0.0006544833676426274
29,2024-12-30T12:00:45.043113,0.9376152129620646,0.9507332546699971,0.9361010585141992,0.9376152129620646,0.9498002987895973,0.9507332546699971,0.12826250231861247,0.12451083213090897,0.0006112348450631677
30,2024-12-30T12:01:55.964580,0.93850781022606,0.9514456003799776,0.9357663312926292,0.93850781022606,0.9495071214750128,0.9514456003799776,0.12812880864332193,0.12388479709625244,0.0005670907410191133
